year,horizon_scope,provenance_status,year_provenance,demand_total_t,demand_critical_t,served_total_t,served_critical_t,total_service_level,critical_service_level,opening_inventory_t,gross_supply_t,losses_t,losses_divided_by_throughput,overflow_t,closing_inventory_t,shortage_t,critical_shortage_t,reserve_requirement_t,reserve_actual_t,reserve_actual_days,capex_mln,fixed_opex_mln,procurement_mln,reservation_mln,take_or_pay_effect_mln,holding_mln,initial_stock_cost_mln,total_cost_mln,discounted_cost_mln,violations
2035,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",99.99999999999999,80.0,100.00000000000001,80.0,1.0000000000000002,1.0,60.0000000000095,60.0,2.6999999999999997,0.045,0.0,17.300000000009504,0.0,0.0,12.328767123287669,60.0000000000095,219.00000000003473,1610.0,0.0,1934.52879581158,95.85000000000001,0.0,20.952000000006844,417.8787958115801,3661.330795811587,3661.330795811587,[]
2036,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",140.0,105.0,140.0,105.0,1.0,1.0,17.300000000009504,153.33333333333334,1.8399999999999999,0.011999999999999999,0.0,28.793333333342844,0.0,0.0,17.26027397260274,17.300000000009504,45.103571428596204,180.0,12.0,974.5,68.25,0.0,23.312000000006847,0.0,1258.062000000007,1198.1542857142922,[]
2037,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",190.00000000000003,135.0,190.00000000000003,135.0,1.0,1.0,28.793333333342844,199.66666666626662,2.3959999999952,0.012000000000000004,0.0,36.06399999961426,0.0,0.0,23.42465753424658,28.793333333342844,55.31350877194808,0,12.0,1332.79999999716,88.5,0.0,22.321119999876412,0.0,1455.6211199970364,1320.2912653034343,[]
2038,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",250.00000000000003,170.0,250.0,170.0,0.9999999999999999,1.0,36.06399999961426,261.83333333333326,6.545833333333332,0.025,0.0,41.35149999961432,0.0,0.0,30.821917808219183,36.06399999961426,52.65343999943682,0,82.0,1630.6000000000001,94.5,0.0,25.42232999972229,0.0,1832.5223299997224,1583.001688802265,[]
2039,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",320.0,210.0,320.00000000000006,210.0,1.0000000000000002,1.0,41.35149999961432,332.7833333333333,8.319583333333334,0.025000000000000005,0.0,45.81524999961421,0.0,0.0,39.45205479452055,41.35149999961432,47.166554687060085,0,82.0,1951.9000000028398,105.0,0.0,29.47390499972227,0.0,2168.3739050025624,1783.926577919745,[]
2040,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",390.0,250.00000000000003,390.00000000000006,250.00000000000003,1.0000000000000002,1.0,45.81524999961421,386.5499999996,9.663749999990001,0.025,0.0,32.70149999922421,0.0,0.0,48.082191780821915,45.81524999961421,42.878374999638936,0,82.0,1039.99999999716,30.0,0.0,27.25690499958183,0.0,1179.256904996742,923.9786420535568,[]
