year,horizon_scope,provenance_status,year_provenance,demand_total_t,demand_critical_t,served_total_t,served_critical_t,total_service_level,critical_service_level,opening_inventory_t,gross_supply_t,losses_t,losses_divided_by_throughput,overflow_t,closing_inventory_t,shortage_t,critical_shortage_t,reserve_requirement_t,reserve_actual_t,reserve_actual_days,capex_mln,fixed_opex_mln,procurement_mln,reservation_mln,take_or_pay_effect_mln,holding_mln,initial_stock_cost_mln,total_cost_mln,discounted_cost_mln,violations
2035,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",100.0,80.0,100.0,80.0,1.0,1.0,48.082191780821915,87.26003490401396,3.9267015706806285,0.045000000000000005,0.0,31.415525114155304,0.0,0.0,12.32876712328767,48.082191780821915,175.5,1250.0,0.0,2256.143126918417,115.0415203727555,0.0,29.119178082191798,334.81316789786985,3650.3038253733644,3650.3038253733644,[]
2036,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",140.0,105.0,140.0,105.0,1.0,1.0,31.415525114155304,160.7004048582996,1.928404858299595,0.011999999999999999,0.0,50.18752511415535,0.0,0.0,17.26027397260274,31.415525114155304,81.90476190476204,180.0,12.0,1178.0000000000002,85.5,0.0,29.377098082191832,0.0,1484.877098082192,1414.1686648401828,[]
2037,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",190.0,135.0,190.0,135.0,1.0,1.0,50.18752511415535,191.73076923076923,2.300769230769231,0.012000000000000002,0.0,49.61752511415535,0.0,0.0,23.424657534246574,50.18752511415535,96.41287719298263,0,12.0,840.22975708502,60.126012145808964,0.0,36.11791808219184,0.0,948.4736873130208,860.2935939347127,[]
2038,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",250.0,170.0,250.0,170.0,1.0,1.0,49.61752511415535,253.03643724696354,3.0364372469635623,0.011999999999999999,0.0,49.617525114155356,0.0,0.0,30.82191780821918,49.61752511415535,72.44158666666681,0,82.0,1538.0000000000002,85.5,0.0,35.72461808219185,0.0,1741.2246180821921,1504.1352925880074,[]
2039,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",352.0,231.00000000000006,352.0,231.00000000000006,1.0,1.0,49.617525114155356,323.88663967611336,3.8866396761133606,0.012,0.0,17.617525114155395,0.0,0.0,43.397260273972606,49.617525114155356,51.44999053030314,0,82.0,1543.791093117409,79.032995951477,0.0,24.20461808219188,0.0,1729.028707151078,1422.4761963593996,[]
2040,OFFICIAL_CASE_HORIZON,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE_HORIZON"", ""source"": ""data/demand.csv"", ""status"": ""CASE_INPUT""}",429.0000000000001,275.0,367.9155251141554,275.0,0.8576119466530426,1.0,17.617525114155395,354.55263157894734,4.254631578947368,0.012,0.0,0.0,61.084474885844685,0.0,52.89041095890412,17.617525114155395,14.989269619269738,0,82.0,925.6184210526314,9.5328947368571,0.0,1.5546802739726309,0.0,1018.7059960634612,798.1828038540366,"[""BASE_TOTAL_SERVICE""]"
